dt,A1,A2,A3
2006-07-19,97.98,64.03,50.1
2006-07-20,98.08,62.54,50.1
2006-07-21,98.02,61.68,50.1
2006-07-24,98.17,61.13,50.1
2006-07-25,98.09,61.54,50.1
2006-07-26,98.15,61.99,50.1
2006-07-27,98.31,62.87,50.1
2006-07-28,98.52,62.97,50.1
2006-07-31,98.4,63.16,50.1
2006-08-01,98.23,64.35,50.1
2006-08-02,98.27,64.72,50.1
2006-08-03,98.29,64.11,50.1
2006-08-04,98.6,64.32,50.1
2006-08-07,98.61,64.54,50.1
2006-08-08,98.61,63.89,50.1
2006-08-09,98.69,64.6,50.1
2006-08-10,98.64,63.22,50.1
2006-08-11,98.47,62.71,50.1
2006-08-14,98.36,62.25,50.1
2006-08-15,98.6,62.01,50.1
2006-08-16,98.92,62.54,50.1
2006-08-17,98.94,61.03,50.1
2006-08-18,99.01,61.04,50.1
2006-08-21,99.25,62.38,50.1
2006-08-22,99.2,62.01,50.1
2006-08-23,99.23,61.83,50.1
2006-08-24,99.22,61.65,50.1
2006-08-25,99.32,61.78,50.1
2006-08-28,99.23,60.99,50.1
2006-08-29,99.27,60.98,50.1
2006-08-30,99.42,61.4,50.1
2006-08-31,99.55,62.27,50.1
2006-09-01,99.17,62.2,50.1
2006-09-04,99.17,62.2,50.1
2006-09-05,99.05,63.36,50.1
2006-09-06,99.07,62.86,50.1
2006-09-07,99.04,61.26,50.1
2006-09-08,99.17,60.62,50.1
2006-09-11,99.1,58.5,50.1
2006-09-12,99.34,58.35,50.1
2006-09-13,99.42,58.69,50.1
2006-09-14,99.28,57.23,50.1
2006-09-15,99.25,57.39,50.1
2006-09-18,99.23,58.25,50.1
2006-09-19,99.46,56.88,50.1
2006-09-20,99.57,57.31,50.1
2006-09-21,100,57.99,50.1
2006-09-22,100.06,58.49,50.1
2006-09-25,100.26,58.44,50.1
2006-09-26,100.25,58.7,50.1
2006-09-27,100.21,59.85,50.1
2006-09-28,100.11,59.76,50.1
2006-09-29,100.16,59.47,50.1
2006-10-02,99.84,59.19,50.1
2006-10-03,99.82,57.1,50.1
2006-10-04,100.21,56.36,50.1
2006-10-05,99.9,56.9,50.1
2006-10-06,99.53,57.02,50.1
2006-10-09,99.74,57.13,50.1
2006-10-10,99.35,56.93,50.1
2006-10-11,99.24,56.8,50.1
2006-10-12,99.34,57.48,50.1
2006-10-13,99.09,58.55,50.1
2006-10-16,99.25,59.13,50.1
2006-10-17,99.4,58.63,50.1
2006-10-18,99.52,58.57,50.1
2006-10-19,99.47,59.39,50.1
2006-10-20,99.44,58.74,50.1
2006-10-23,99.15,57.75,50.1
2006-10-24,99.26,58.17,50.1
2006-10-25,99.5,58.75,50.1
2006-10-26,99.84,59.3,50.1
2006-10-27,100.04,59.5,50.1
2006-10-30,100.06,59.92,50.1
2006-10-31,100.43,60.21,50.1
2006-11-01,100.18,61.38,50.1
2006-11-02,100.07,61.92,50.1
2006-11-03,99.55,62.3,50.1
2006-11-06,99.55,61.89,50.1
2006-11-07,99.8,62.03,50.1
2006-11-08,100.07,61.12,50.1
2006-11-09,100.1,62.93,50.1
2006-11-10,100.32,62.5,50.1
2006-11-13,100.2,62.1,50.1
2006-11-14,100.34,61.62,50.1
2006-11-15,100.15,61.77,50.1
2006-11-16,100.06,61.3,50.1
2006-11-17,100.32,61.76,50.1
2006-11-20,100.39,61.77,50.1
2006-11-21,100.52,62.27,50.1
2006-11-22,100.64,62.55,50.1
2006-11-23,100.64,62.55,50.1
2006-11-24,100.69,63.42,50.1
2006-11-27,100.64,63.69,50.1
2006-11-28,100.91,63.56,50.1
2006-11-29,100.76,63.14,50.1
2006-11-30,101.07,64.33,50.1
2006-12-01,100.86,64.11,50.1
2006-12-04,100.96,64.1,50.1
2006-12-05,100.9,63.78,50.1
2006-12-06,100.82,62.65,50.1
2006-12-07,100.73,62.73,50.1
2006-12-08,100.52,62.06,50.1
2006-12-11,100.58,62.57,50.1
2006-12-12,100.78,62.52,50.1
2006-12-13,100.47,62.43,50.1
2006-12-14,100.33,62.12,50.1
2006-12-15,100.31,61.02,50.1
2006-12-18,100.37,61.11,50.1
2006-12-19,100.44,61.81,50.1
2006-12-20,100.4,61.6,50.1
2006-12-21,100.6,61.35,50.1
2006-12-22,100.51,61.56,50.1
2006-12-25,100.51,61.56,50.1
2006-12-26,100.48,61.99,50.1
2006-12-27,99.84,62.17,50.1
2006-12-28,99.71,62.92,50.1
2006-12-29,99.7,63.16,50.1
2007-01-01,99.7,63.16,50.1
2007-01-02,99.7,63.16,50.1
2007-01-03,99.91,62.25,50.1
2007-01-04,100.12,61.67,50.1
2007-01-05,100.05,60.14,50.1
2007-01-08,100.11,60.43,50.1
2007-01-09,100.11,60.81,50.1
2007-01-10,100,60.52,50.1
2007-01-11,99.81,60.61,50.1
2007-01-12,99.67,62.17,50.1
2007-01-15,99.67,62.17,50.1
2007-01-16,99.82,62.03,50.1
2007-01-17,99.74,62.67,50.1
2007-01-18,99.88,62.23,50.1
2007-01-19,99.84,63.02,50.1
2007-01-22,99.89,62.68,50.1
2007-01-23,99.7,64.2,50.1
2007-01-24,99.67,64.35,50.1
2007-01-25,99.54,64.05,50.1
2007-01-26,99.53,64.11,50.1
2007-01-29,99.4,63.78,50.1
2007-01-30,99.55,64.18,50.1
2007-01-31,99.63,64.76,50.1
2007-02-01,99.29,65.23,50.1
2007-02-02,99.43,64.26,50.1
2007-02-05,99.59,64.3,50.1
2007-02-06,99.78,64.76,50.1
2007-02-07,99.9,64.61,50.1
2007-02-08,99.96,65.51,50.1
2007-02-09,99.73,66.15,50.1
2007-02-12,99.63,65.67,50.1
2007-02-13,99.62,65.9,50.1
2007-02-14,100,66.37,50.1
2007-02-15,100.14,66.4,50.1
2007-02-16,100.21,66.34,50.1
2007-02-19,100.21,66.34,50.1
2007-02-20,100.26,65.3,50.1
2007-02-21,100.25,67.32,50.1
2007-02-22,100.05,67.15,50.1
2007-02-23,100.29,67.73,50.1
2007-02-26,100.51,68.15,50.1
2007-02-27,100.92,65.52,50.1
2007-02-28,100.86,66.43,50.1
2007-03-01,100.44,65.82,50.1
2007-03-02,100.65,63.69,50.1
2007-03-05,100.59,62.95,50.1
2007-03-06,100.52,64.21,50.1
2007-03-07,100.6,64.3,50.1
2007-03-08,100.51,64.45,50.1
2007-03-09,100.23,64.23,50.1
2007-03-12,100.54,64.39,50.1
2007-03-13,100.8,63.74,50.1
2007-03-14,100.68,63.94,50.1
2007-03-15,100.57,63.98,50.1
2007-03-16,100.58,64.6,50.1
2007-03-19,100.51,64.74,50.1
2007-03-20,100.61,65.27,50.1
2007-03-21,100.74,65.83,50.1
2007-03-22,100.55,65.76,50.1
2007-03-23,100.41,65.11,50.1
2007-03-26,100.35,65.82,50.1
2007-03-27,100.37,65.65,50.1
2007-03-28,100.42,66.04,50.1
2007-03-29,100.35,65.63,50.1
2007-03-30,100.26,65.77,50.1
2007-04-02,99.87,65.85,50.1
2007-04-03,99.9,65.86,50.1
2007-04-04,100.01,66.75,50.1
2007-04-05,99.92,66.84,50.1
2007-04-06,99.92,66.84,50.1
2007-04-09,99.54,66.55,50.1
2007-04-10,99.69,67.18,50.1
2007-04-11,99.63,67.08,50.1
2007-04-12,99.75,66.99,50.1
2007-04-13,99.59,67.84,50.1
2007-04-16,99.79,68.37,50.1
2007-04-17,100.08,68.01,50.1
2007-04-18,100.23,68.33,50.1
2007-04-19,100.19,67.54,50.1
2007-04-20,100.14,68.58,50.1
2007-04-23,100.24,68.23,50.1
2007-04-24,100.29,67.75,50.1
2007-04-25,100.33,67.88,50.1
2007-04-26,100.14,66.87,50.1
2007-04-27,100.12,67.55,50.1
2007-04-30,100.46,67.1,50.1
2007-05-01,100.02,66.68,50.1
2007-05-02,100.05,66.66,50.1
2007-05-03,99.94,67.45,50.1
2007-05-04,100.07,68.16,50.1
2007-05-07,100.17,68.22,50.1
2007-05-08,100.06,67.84,50.1
2007-05-09,99.94,67.41,50.1
2007-05-10,100.11,65.96,50.1
2007-05-11,99.91,66.51,50.1
2007-05-14,99.93,66.22,50.1
2007-05-15,99.89,66.54,50.1
2007-05-16,99.91,65.6,50.1
2007-05-17,99.74,65.05,50.1
2007-05-18,99.45,65.48,50.1
2007-05-21,99.65,65.48,50.1
2007-05-22,99.45,65.2,50.1
2007-05-23,99.37,65.54,50.1
2007-05-24,99.41,64.74,50.1
2007-05-25,99.36,64.96,50.1
2007-05-28,99.36,64.96,50.1
2007-05-29,99.26,65.07,50.1
2007-05-30,99.38,64.72,50.1
2007-05-31,99.16,65.56,50.1
2007-06-01,98.63,66.5,50.1
2007-06-04,98.75,66.48,50.1
2007-06-05,98.47,66.36,50.1
2007-06-06,98.51,66.41,50.1
2007-06-07,97.83,65.29,50.1
2007-06-08,97.71,64.23,50.1
2007-06-11,97.78,64.7,50.1
2007-06-12,97.2,64.09,50.1
2007-06-13,97.35,64.55,50.1
2007-06-14,97.54,64.59,50.1
2007-06-15,97.89,64.9,50.1
2007-06-18,97.96,64.95,50.1
2007-06-19,98.27,65.43,50.1
2007-06-20,97.97,64.65,50.1
2007-06-21,97.85,64.56,50.1
2007-06-22,98.08,64.73,50.1
2007-06-25,98.17,64.43,50.1
2007-06-26,98.05,63.6,50.1
2007-06-27,98.24,63.74,50.1
2007-06-28,98.17,64.28,50.1
2007-06-29,98.36,64.28,50.1
2007-07-02,98.2,65.04,50.1
2007-07-03,98.09,64.71,50.1
2007-07-04,98.09,64.71,50.1
2007-07-05,97.68,64.38,50.1
2007-07-06,97.51,64.97,50.1
2007-07-09,97.68,65.42,50.1
2007-07-10,98.1,65.64,50.1
2007-07-11,97.88,65.43,50.1
2007-07-12,97.78,66.06,50.1
2007-07-13,97.9,66.07,50.1
2007-07-16,98.1,65.85,50.1
2007-07-17,97.92,65.78,50.1
2007-07-18,98.17,66.65,50.1
2007-07-19,98.17,67.05,50.1
2007-07-20,98.4,67.6,50.1
2007-07-23,98.34,67.47,50.1
2007-07-24,98.54,67.5,50.1
2007-07-25,98.48,66.88,50.1
2007-07-26,98.83,65.6,50.1
2007-07-27,98.73,65.41,50.1
2007-07-30,98.68,65.83,50.1
2007-07-31,98.99,65.75,50.1
2007-08-01,98.33,65.95,50.1
2007-08-02,98.28,65.86,50.1
2007-08-03,98.71,66.72,50.1
2007-08-06,98.55,66.48,50.1
2007-08-07,98.48,66.48,50.1
2007-08-08,98.36,66.72,50.1
2007-08-09,98.48,65.45,50.1
2007-08-10,98.15,66.6,50.1
2007-08-13,98.33,66.3,50.1
2007-08-14,98.6,66.29,50.1
2007-08-15,98.73,66.13,50.1
2007-08-16,98.67,64.6,50.1
2007-08-17,98.89,65.01,50.1
2007-08-20,98.8,65.12,50.1
2007-08-21,99.26,65.08,50.1
2007-08-22,99.18,65.42,50.1
2007-08-23,99.3,65.23,50.1
2007-08-24,99.05,66.15,50.1
2007-08-27,99.35,65.99,50.1
2007-08-28,99.75,65.57,50.1
2007-08-29,99.55,66.05,50.1
2007-08-30,99.76,65.8,50.1
2007-08-31,99.82,66.52,50.1
2007-09-03,99.82,66.52,50.1
2007-09-04,99.28,67.54,50.1
2007-09-05,99.6,67.55,50.1
2007-09-06,99.58,68.86,50.1
2007-09-07,100.2,69.35,50.1
2007-09-10,100.44,69.61,50.1
2007-09-11,100.26,70.51,50.1
2007-09-12,100.12,70.41,50.1
2007-09-13,99.83,70.08,50.1
2007-09-14,99.9,69.99,50.1
2007-09-17,99.94,71.03,50.1
2007-09-18,100.15,71.65,50.1
2007-09-19,100.13,71.43,50.1
2007-09-20,99.42,72.76,50.1
2007-09-21,99.71,72.31,50.1
2007-09-24,99.72,72.23,50.1
2007-09-25,99.8,72.36,50.1
2007-09-26,99.7,72.05,50.1
2007-09-27,99.87,72.68,50.1
2007-09-28,100.02,73.47,50.1
2007-10-01,99.27,73.9,50.1
2007-10-02,99.65,72.4,50.1
2007-10-03,99.7,71.9,50.1
2007-10-04,99.66,72.87,50.1
2007-10-05,98.87,73.39,50.1
2007-10-08,99.65,72.54,50.1
2007-10-09,99.44,73.06,50.1
2007-10-10,99.57,73.36,50.1
2007-10-11,99.64,73.89,50.1
2007-10-12,99.45,74.25,50.1
2007-10-15,99.48,75.1,50.1
2007-10-16,99.64,75.12,50.1
2007-10-17,99.98,74.54,50.1
2007-10-18,100.27,75.98,50.1
2007-10-19,100.73,75.77,50.1
2007-10-22,100.7,74.51,50.1
2007-10-23,100.67,75.16,50.1
2007-10-24,101.11,75.36,50.1
2007-10-25,100.85,76,50.1
2007-10-26,100.76,77.67,50.1
2007-10-29,100.76,78.13,50.1
2007-10-30,100.89,77.39,50.1
2007-10-31,100.61,78.59,50.1
2007-11-01,100.44,77.97,50.1
2007-11-02,100.55,79.79,50.1
2007-11-05,100.46,79.74,50.1
2007-11-06,100.33,81.4,50.1
2007-11-07,100.35,82.24,50.1
2007-11-08,100.45,82.23,50.1
2007-11-09,100.8,82.21,50.1
2007-11-12,100.66,78.3,50.1
2007-11-13,100.67,79.14,50.1
2007-11-14,100.63,80.18,50.1
2007-11-15,101.06,77.95,50.1
2007-11-16,100.99,77.8,50.1
2007-11-19,101.21,77.21,50.1
2007-11-20,101,79.47,50.1
2007-11-21,101.77,79.36,50.1
2007-11-22,101.77,79.36,50.1
2007-11-23,101.25,81.25,50.1
2007-11-26,102.17,81.3,50.1
2007-11-27,101.75,80.1,50.1
2007-11-28,101.5,79.57,50.1
2007-11-29,101.79,78.28,50.1
2007-11-30,101.99,77.32,50.1
2007-12-03,102.13,78.28,50.1
2007-12-04,101.74,79.4,50.1
2007-12-05,101.55,78.63,50.1
2007-12-06,101.44,79.37,50.1
2007-12-07,100.86,78.63,50.1
2007-12-10,100.66,79.99,50.1
2007-12-11,101.15,78.83,50.1
2007-12-12,101.05,80.48,50.1
2007-12-13,100.66,78.5,50.1
2007-12-14,100.38,78.52,50.1
2007-12-17,100.53,78.13,50.1
2007-12-18,101.06,79.25,50.1
2007-12-19,101.27,79.24,50.1
2007-12-20,101.18,78.67,50.1
2007-12-21,100.74,80.1,50.1
2007-12-24,100.77,80.14,50.1
2007-12-25,100.77,80.14,50.1
2007-12-26,100.46,81.52,50.1
2007-12-27,100.6,81.56,50.1
2007-12-28,101.14,83,50.1
2007-12-31,101.17,82.46,50.1
2008-01-01,101.17,82.46,50.1
2008-01-02,101.65,84.86,50.1
2008-01-03,101.92,85.57,50.1
2008-01-04,102.13,85.13,50.1
2008-01-07,102.01,84.77,50.1
2008-01-08,102.52,86.78,50.1
2008-01-09,102.28,86.52,50.1
2008-01-10,102.07,88.25,50.1
2008-01-11,102.51,88.58,50.1
2008-01-14,102.59,89.5,50.1
2008-01-15,102.96,87.99,50.1
2008-01-16,102.65,86.74,50.1
2008-01-17,103.27,86.51,50.1
2008-01-18,103.25,87.42,50.1
2008-01-21,103.25,87.42,50.1
2008-01-22,103.41,88.1,50.1
2008-01-23,103.1,87.76,50.1
2008-01-24,102.84,90.08,50.1
2008-01-25,103.02,90.3,50.1
2008-01-28,103.22,91.75,50.1
2008-01-29,102.9,91.15,50.1
2008-01-30,103.06,92.14,50.1
2008-01-31,103.51,91.44,50.1
2008-02-01,102.99,89.35,50.1
2008-02-04,102.93,89.15,50.1
2008-02-05,103.25,87.68,50.1
2008-02-06,103.17,88.95,50.1
2008-02-07,102.26,89.84,50.1
2008-02-08,102.75,90.98,50.1
2008-02-11,102.97,91.3,50.1
2008-02-12,102.93,89.28,50.1
2008-02-13,102.32,89.36,50.1
2008-02-14,102,89.62,50.1
2008-02-15,101.95,89.07,50.1
2008-02-18,101.95,89.07,50.1
2008-02-19,101.46,91.5,50.1
2008-02-20,101.3,93.23,50.1
2008-02-21,102.13,93.29,50.1
2008-02-22,101.59,93.39,50.1
2008-02-25,101.23,92.74,50.1
2008-02-26,101.72,93.63,50.1
2008-02-27,101.93,94.78,50.1
2008-02-28,102.54,95.92,50.1
2008-02-29,102.93,96.18,50.1
2008-03-03,102.53,97.23,50.1
2008-03-04,102.09,95.18,50.1
2008-03-05,101.44,97.7,50.1
2008-03-06,101.29,96.27,50.1
2008-03-07,101.6,96.09,50.1
2008-03-10,102.14,95.87,50.1
2008-03-11,101.52,95.98,50.1
2008-03-12,102.56,96.95,50.1
2008-03-13,102.12,98.29,50.1
2008-03-14,102.55,98.7,50.1
2008-03-17,102.99,99.22,50.1
2008-03-18,102.75,96.45,50.1
2008-03-19,103.06,93.15,50.1
2008-03-20,103.42,89.82,50.1
2008-03-21,103.42,89.82,50.1
2008-03-24,102.66,90.16,50.1
2008-03-25,102.85,92.74,50.1
2008-03-26,102.55,93.79,50.1
2008-03-27,102.59,93.42,50.1
2008-03-28,102.84,91.76,50.1
2008-03-31,102.68,90.38,49.32
2008-04-01,101.57,86.83,50.65
2008-04-02,101.62,89.32,51.206001
2008-04-03,101.6,89.35,51.5
2008-04-04,102.46,90.23,51.468
2008-04-07,102.448,91.15,51.77
2008-04-08,102.44,90.35,52.09
2008-04-09,102.89,92.27,51.12
2008-04-10,102.57,91.77,51.12
2008-04-11,102.79,91.32,50.31
2008-04-14,102.67,91.11,50.51
2008-04-15,102.12,91.6,50.65
2008-04-16,101.75,93.26,51.34
2008-04-17,101.73,92.58,52.03
2008-04-18,102,90.56,52.6
2008-04-21,102.01,90.35,52.84
2008-04-22,102.16,90.25,52.36
2008-04-23,102.06,89.17,52.49
2008-04-24,101.68,87.22,52.511002
2008-04-25,101.58,87.24,52.72
2008-04-28,101.83,87.88,53.152
2008-04-29,101.98,85.82,52.54
2008-04-30,102.6,86.79,53.25
2008-05-01,102.1,83.97,53.09
2008-05-02,101.93,84.63,53.42
2008-05-05,101.97,86.24,53.57
2008-05-06,101.64,86.57,53.932
2008-05-07,101.93,85.82,53.03
2008-05-08,102.19,87.16,53.21
2008-05-09,102.23,87.42,52.98
2008-05-12,102.05,86.99,53.52
2008-05-13,101.47,85.41,53.58
2008-05-14,101.62,85.2,53.7
2008-05-15,102.16,87,54.27
2008-05-16,101.91,89.17,54.73
2008-05-19,102.08,89.39,54.71
2008-05-20,102.3,90.9,54.17
2008-05-21,102.16,91.96,53.796001
2008-05-22,101.55,90.98,53.88
2008-05-23,101.94,91.23,53.04
2008-05-26,101.94,91.23,53.04
2008-05-27,101.37,89.36,53.45
2008-05-28,100.9,89.14,53.44
2008-05-29,100.62,86.51,53.77
2008-05-30,100.98,87.38,53.71
2008-06-02,100.96,87.93,53.3
2008-06-03,101.15,86.88,53.17
2008-06-04,100.79,86.63,52.63
2008-06-05,100.42,86.43,53.76
2008-06-06,100.98,89.06,52.34
2008-06-09,100.47,87.93,52.02
2008-06-10,99.94,85.55,51.512001
2008-06-11,100.07,87.02,50.89
2008-06-12,99.45,85.55,50.92
2008-06-13,99.2,85.83,51.27
2008-06-16,99.31,87,51.61
2008-06-17,99.65,87.25,51.602001
2008-06-18,100.07,88.28,51.23
2008-06-19,99.56,88.42,50.55
2008-06-20,99.86,88.95,50.189
2008-06-23,99.73,87.09,50.36
2008-06-24,99.93,87.47,49.86
2008-06-25,99.98,87.42,50.4
2008-06-26,100.11,90.61,49.14
2008-06-27,100.35,91.44,49.23
2008-06-30,100.4,91.4,49.42
2008-07-01,99.67,92.7,49.04
2008-07-02,99.55,93.18,48.27
2008-07-03,99.58,92.06,48.07
2008-07-04,99.58,92.06,48.07
2008-07-07,99.93,91.23,48.26
2008-07-08,100.32,90.86,48.12
2008-07-09,100.71,91.5,48.01
2008-07-10,100.8,93.54,47.848
2008-07-11,100.23,95.16,47.5
2008-07-14,100.38,95.91,47.31
2008-07-15,100.77,96.22,46.82
2008-07-16,100,94.44,47.27
2008-07-17,99.56,94.22,47.9
2008-07-18,98.98,94.17,47.94
2008-07-21,99.38,95.12,48.149899
2008-07-22,99.16,93.06,48.13
2008-07-23,99.28,90.57,48.78
2008-07-24,99.97,91.33,47.75
2008-07-25,99.46,91.66,47.741798
2008-07-28,99.91,91.73,47.17
2008-07-29,99.79,90.59,47.7
2008-07-30,99.9,89.52,47.98
2008-07-31,100.41,90.05,47.86
2008-08-01,99.89,89.57,47.3
2008-08-04,99.6,88.14,46.82
2008-08-05,99.43,86.08,47.584
2008-08-06,99.32,86.64,48.12
2008-08-07,99.84,86.09,47.2
2008-08-08,99.69,84.43,47.73
2008-08-11,99.44,81.18,47.8
2008-08-12,99.86,80.52,47.429901
2008-08-13,99.69,81.56,47.2
2008-08-14,99.93,79.36,47.24
2008-08-15,100.22,77.63,47.05
2008-08-18,100.39,78.8,46.62
2008-08-19,100.31,80.46,46.04
2008-08-20,100.47,80.06,46.31
2008-08-21,100.49,82.3,46.78
2008-08-22,100.38,81.08,46.94
2008-08-25,100.69,80.93,46.15
2008-08-26,100.57,81.23,46.37
2008-08-27,100.69,81.36,46.7
2008-08-28,100.78,82.18,47.2799
2008-08-29,100.75,81.71,47.06
2008-09-01,100.75,81.71,47.06
2008-09-02,100.69,79.2,46.42
2008-09-03,100.67,78.89,45.780998
2008-09-04,101.04,78.39,44.57
2008-09-05,100.74,78.98,44.400101
2008-09-08,101.37,78.86,44.88
2008-09-09,101.82,76.47,43.59
2008-09-10,101.75,74.18,44.24
2008-09-11,101.62,73.13,44.21
2008-09-12,101.21,75.55,44.73
2008-09-15,101.61,77.56,42.62
2008-09-16,100.58,76.79,42.93
2008-09-17,100.83,85.5,41.08
2008-09-18,100.55,82.85,42.7
2008-09-19,101,85.92,45.08
2008-09-22,99.42,89.18,44.12
2008-09-23,99.27,88.32,43.17
2008-09-24,99.39,86.71,43.15
2008-09-25,99.21,86.45,44.166
2008-09-26,98.71,86.64,43.94
2008-09-29,98.26,89.57,39.83
2008-09-30,98.59,85.07,41.29
2008-10-01,97.5,85.98,41.46
2008-10-02,97.88,82.33,39.72
2008-10-03,98.62,82.51,39
2008-10-06,98.65,84.35,37
2008-10-07,96.61,87.27,35.35
2008-10-08,94.67,89.34,34.59
2008-10-09,94.89,89.9,32.44
2008-10-10,88.4,83.22,31.7414
2008-10-13,91.82,82.02,35.68
2008-10-14,93.75,82.2,35.45
2008-10-15,95.25,83.22,32.07
2008-10-16,93.75,79.34,33.31
2008-10-17,94.09,77.21,32.78
2008-10-20,95.77,78.5,34.67
2008-10-21,96.61,76,33.19
2008-10-22,97.73,71.71,30.77
2008-10-23,96.01,70.65,30.956
2008-10-24,95.2,72.21,29.61
2008-10-27,94.25,72.17,28.19
2008-10-28,94.58,73.79,31.2
2008-10-29,96.38,73.91,31.71
2008-10-30,96.26,72.71,33.21
2008-10-31,95.96,71.34,33.69
2008-11-03,94.04,71.13,33.5
2008-11-04,95.55,75.45,35.31
2008-11-05,97,72.8,33.45
2008-11-06,96.6,72.22,31.26
2008-11-07,97.09,72.5,32.81
2008-11-10,96.47,73.58,32.47
2008-11-11,97.2,72.08,31.63
2008-11-12,96.36,70,29.9
2008-11-13,96.69,72.16,32
2008-11-14,96.98,73.3,30.34
2008-11-17,97.24,72.65,30
2008-11-18,97.1,72.51,29.72
2008-11-19,97.38,72.26,28.13
2008-11-20,97.4,73.45,26.27
2008-11-21,96.62,78.87,27.83
2008-11-24,96.61,80.91,29.86
2008-11-25,99.02,80.87,29.9
2008-11-26,98.64,80.38,30.64
2008-11-27,98.64,80.38,30.64
2008-11-28,98.1,80.19,30.74
2008-12-01,99.43,75.65,28.14
2008-12-02,99.53,76.95,29.5
2008-12-03,99.54,76.18,29.83
2008-12-04,99.87,75.47,29.29
2008-12-05,99.32,74.52,29.78
2008-12-08,99.19,76.23,30.98
2008-12-09,100.12,76.33,30.61
2008-12-10,99.94,79.75,31.45
2008-12-11,100.46,80.65,31.13
2008-12-12,100.49,80.81,31.32
2008-12-15,100.73,82.6,31.15
2008-12-16,101.13,84.58,32.92
2008-12-17,101.67,85.51,32.75
2008-12-18,102.31,83.87,31.58
2008-12-19,101.98,82.63,31.62
2008-12-22,102.53,83.5,31.141001
2008-12-23,103.53,82.67,30.72
2008-12-24,104.02,83.46,30.95
2008-12-25,104.02,83.46,30.95
2008-12-26,103.67,85.6,31.18
2008-12-29,104.09,86.35,30.99
2008-12-30,104.13,85.9,31.92
2008-12-31,104.2,86.55,32.42
2009-01-01,104.2,86.55,32.42
2009-01-02,103.55,86.23,33.13
2009-01-05,105.2,84.48,32.98
2009-01-06,104.61,85.13,33.4
2009-01-07,103.65,82.75,32.48
2009-01-08,102.86,84.46,32.5
2009-01-09,102.51,83.92,31.66
2009-01-12,103.05,80.71,30.93
2009-01-13,103.22,80.88,30.62
2009-01-14,103.08,79.79,29.59
2009-01-15,103.07,80.39,29.74
2009-01-16,103.6,82.66,29.98
2009-01-19,103.6,82.66,29.98
2009-01-20,103.06,84.52,27.97
2009-01-21,102.52,84.16,29.21
2009-01-22,102.08,84.59,28.53
2009-01-23,101.92,88.53,28.66
2009-01-26,101.82,88.95,29.02
2009-01-27,102.34,88.37,29.48
2009-01-28,102.4,87.415,30.54
2009-01-29,101.49,89.5,29.26
2009-01-30,102.13,91.31,28.73
2009-02-02,101.59,88.84,28.69
2009-02-03,101.14,88.47,29.27
2009-02-04,101,89.24,29.34
2009-02-05,100.68,90.12,29.68
2009-02-06,100.95,89.58,30.48
2009-02-09,100.96,88.32,30.5
2009-02-10,101.58,90.21,29.1
2009-02-11,101.56,92.29,29.29
2009-02-12,102.1,93.17,29.35
2009-02-13,101.79,92.55,28.98
2009-02-16,101.79,92.55,28.98
2009-02-17,101.87,95.5,27.6
2009-02-18,101.66,96.91,27.41
2009-02-19,101.5,95.77,27.19
2009-02-20,100.98,97.81,26.85
2009-02-23,101.5,97.74,25.97
2009-02-24,101.3,94.73,26.92
2009-02-25,101.21,93.15,26.47
2009-02-26,100.68,93.08,26.23
2009-02-27,100.69,92.63,25.94
2009-03-02,100.7,90.93,24.49
2009-03-03,100.57,90.04,24.39
2009-03-04,100.1,88.99,25.37
2009-03-05,100.43,91.987,24.35
2009-03-06,100.7,92.29,24.3
2009-03-09,100.01,90.57,23.93
2009-03-10,100.24,88.14,25.44
2009-03-11,100.48,89.22,25.55
2009-03-12,100.57,91.1,26.42
2009-03-13,100.67,91.3,26.57
2009-03-16,100.36,90.8,26.71
2009-03-17,100.06,90.04,27.52
2009-03-18,101.65,93.18,28.11
2009-03-19,101.9,94.25,27.94
2009-03-20,101.33,93.59,27.49
2009-03-23,101.33,92,29.59
2009-03-24,100.64,91,28.7873
2009-03-25,100.2,91.98,29.16
2009-03-26,100.4,91.93,29.8
2009-03-27,100.48,90.69,28.9
2009-03-30,100.95,89.94,27.8
2009-03-31,101.47,90.28,28.33
2009-04-01,101.07,91.03,29
2009-04-02,100.75,88.79,30.16
2009-04-03,100.42,87.59,30.42
2009-04-06,100.4,85.27,30.11
2009-04-07,100.24,86.74,29.43
2009-04-08,100.57,86.61,29.73
2009-04-09,100.42,86.31,30.75
2009-04-10,100.42,86.31,30.75
2009-04-13,101.15,87.88,31.21
2009-04-14,101.13,87.37,30.79
2009-04-15,101.41,87.5,30.96
2009-04-16,101.23,85.81,31.4
2009-04-17,100.67,85.22,31.32
2009-04-20,101.25,86.95,30.04
2009-04-21,100.93,86.89,30.64
2009-04-22,101.2,87.38,30.42
2009-04-23,101.33,88.8,30.99
2009-04-24,101.44,89.72,31.62
2009-04-27,101.6,89.04,31.06
2009-04-28,101.57,87.75,30.98
2009-04-29,101.15,88.33,31.7
2009-04-30,101.64,87.27,31.95
2009-05-01,100.92,86.95,32.13
2009-05-04,101,88.68,33.61
2009-05-05,101.21,88.25,33.36
2009-05-06,101.44,89.6,34.07
2009-05-07,100.99,89.44,33.54
2009-05-08,101.18,89.98,34.63
2009-05-11,101.25,89.69,33.81
2009-05-12,101.81,90.7,33.98
2009-05-13,101.9,91.09,32.9
2009-05-14,101.96,91.03,33.22
2009-05-15,102.19,91.57,32.98
